,Unnamed: 0.1,Unnamed: 0,Customer City,Customer Id,Customer Street,Days for shipping (real),Days for shipment (scheduled),Delivery Status,Late_delivery_risk,Payment Method,First Name,Last Name,pincode
2982,46092,46094,Irving,18816,8832 Quiet Manor,4.0,4.0,Shipping on time,0.0,PAYMENT,Cara,Mathis,75061
2983,46105,46107,Long Beach,17327,9026 Little Avenue,5.0,4.0,Late delivery,1.0,PAYMENT,Geraldine,Cotton,90804
2984,46108,46110,San Pedro,20626,3176 Red Stead,4.0,4.0,Shipping on time,0.0,PAYMENT,Sloane,Guerrero,90731
2985,46109,46111,Las Vegas,20464,6886 Cotton Promenade,2.0,4.0,Advance shipping,0.0,PAYMENT,Daryl,Kinney,89119
2986,46114,46116,Ogden,20445,92 Sunny Bear Villas,3.0,4.0,Advance shipping,0.0,PAYMENT,Cassandra,Valdez,84404
2987,46126,46128,Danbury,17905,2205 Velvet Plaza,3.0,4.0,Advance shipping,0.0,PAYMENT,Diana,Wyatt,6810
2988,46128,46130,Kailua,18317,1984 Quiet Creek Turnabout,5.0,4.0,Late delivery,1.0,PAYMENT,Clementine,Rosario,96734
2989,46129,46131,Chicago,16002,4524 Quiet Limits,5.0,4.0,Late delivery,1.0,PAYMENT,Carissa,Potts,60640
2990,46130,46132,Columbia,18877,6797 Quiet Mountain Rise,5.0,4.0,Late delivery,1.0,PAYMENT,Pandora,Wolf,65203
2991,46131,46133,Scottsdale,17343,5452 Broad Mall,6.0,4.0,Late delivery,1.0,PAYMENT,Emma,Will,85254
2992,46136,46138,Endicott,15965,2503 Easy Path,3.0,4.0,Advance shipping,0.0,PAYMENT,Vivian,Trujillo,13760
2993,46147,46149,Henrico,18297,2167 Dusty Glade,5.0,4.0,Late delivery,1.0,PAYMENT,Leandra,Neal,23233
2994,46153,46155,Salem,18332,1744 Little Mews,5.0,4.0,Late delivery,1.0,PAYMENT,Heidi,Williams,97301
2995,46158,46160,Stone Mountain,20711,7775 Misty Place,4.0,4.0,Shipping on time,0.0,PAYMENT,Anastasia,Moses,30083
2996,46162,46164,Tucson,16034,1116 Heather Row,2.0,4.0,Advance shipping,0.0,PAYMENT,Harriet,David,85719
2997,46165,46167,Palatine,16016,7258 Burning Dale Mountain,4.0,4.0,Shipping on time,0.0,PAYMENT,Alexa,Andrews,60067
2998,46166,46168,Annandale,15998,1023 Rocky Hollow,6.0,4.0,Late delivery,1.0,PAYMENT,Tamara,Scott,22003
2999,46171,46173,Chula Vista,20728,6254 Round Corners,6.0,4.0,Late delivery,1.0,PAYMENT,Hedda,Beck,91910
3000,46172,46174,Hamtramck,17501,7381 Dusty Beacon Walk,4.0,4.0,Shipping on time,0.0,PAYMENT,Roanna,Grant,48212
3001,46186,46188,Washington,20601,577 Old Branch Jetty,4.0,4.0,Shipping on time,0.0,PAYMENT,Aphrodite,Grant,20009
3002,46193,46195,Albuquerque,17462,9416 Easy Freeway,5.0,4.0,Late delivery,1.0,PAYMENT,Martina,Rice,87120
3003,46202,46204,New Braunfels,20472,8627 Honey Lane,5.0,4.0,Late delivery,1.0,PAYMENT,Mechelle,Matthews,78130
3004,46206,46208,Atlanta,18023,3586 Velvet Pointe,6.0,4.0,Late delivery,1.0,PAYMENT,Abigail,Fitzpatrick,30349
3005,46207,46209,Chicago,17951,5163 Merry Line,4.0,4.0,Shipping on time,0.0,PAYMENT,Madonna,Sexton,60624
3006,46212,46214,Cleveland,20525,529 Noble Oak End,3.0,4.0,Advance shipping,0.0,PAYMENT,Minerva,Porter,44105
3007,46229,46231,Antioch,15938,7588 High Way,6.0,4.0,Late delivery,1.0,PAYMENT,Kim,Rodriguez,94509
3008,46232,46234,Salt Lake City,16010,2264 Silent Freeway,3.0,4.0,Advance shipping,0.0,PAYMENT,Sarah,Adkins,84119
3009,46241,46243,Martinsburg,17984,833 Middle Fox Orchard,2.0,4.0,Advance shipping,0.0,PAYMENT,Chelsea,Johns,25401
3010,46244,46246,Riverside,17512,7510 Bright Rise Via,5.0,4.0,Late delivery,1.0,PAYMENT,September,Rhodes,92503
3011,46277,46279,Washington,20627,7046 Clear Creek Wharf,5.0,4.0,Late delivery,1.0,PAYMENT,Ora,Bates,20009
3012,46319,46321,Chicago,15395,1063 Lost Concession,3.0,4.0,Advance shipping,0.0,PAYMENT,Chava,Carrillo,60608
3013,46322,46324,Escondido,15646,5382 Hazy Pathway,4.0,4.0,Shipping on time,0.0,PAYMENT,Martha,Hood,92026
3014,46323,46325,Daly City,15609,5430 Iron Mountain Lane,2.0,4.0,Advance shipping,0.0,PAYMENT,Bertha,Lowery,94014
3015,46324,46326,Morrisville,15375,1510 Silent Inlet,3.0,4.0,Advance shipping,0.0,PAYMENT,Mari,Beach,19067
3016,46327,46329,Orange Park,15478,8830 Lost View Circle,6.0,4.0,Late delivery,1.0,PAYMENT,Linda,Workman,32073
3017,46328,46330,Lakewood,15658,1790 Noble Brook Run,6.0,4.0,Late delivery,1.0,PAYMENT,Karleigh,Conley,8701
3018,46330,46332,Los Angeles,18673,2122 Rustic Link,6.0,4.0,Late delivery,1.0,PAYMENT,Kevyn,Christensen,90032
3019,46331,46333,Irwin,15546,7983 Amber Robin Trail,4.0,4.0,Shipping on time,0.0,PAYMENT,Rhonda,Kim,15642
3020,46332,46334,Huntington Beach,18688,6007 Wishing Common,6.0,4.0,Late delivery,1.0,PAYMENT,Robin,Welch,92646
3021,46333,46335,Fountain Valley,15562,7494 Golden Horse Dale,5.0,4.0,Late delivery,1.0,PAYMENT,Hiroko,Hart,92708
3022,46334,46336,Compton,18723,1674 Amber Loop,6.0,4.0,Late delivery,1.0,PAYMENT,Patience,Blake,90220
3023,46335,46337,El Paso,15651,4900 Cotton Maze,4.0,4.0,Shipping on time,0.0,PAYMENT,Sybill,Solis,79936
3024,46336,46338,Marietta,15416,5703 Hazy View Edge,4.0,4.0,Shipping on time,0.0,PAYMENT,Camilla,Guerrero,30066
3025,46432,46434,Apex,17592,8259 Colonial Heights,5.0,4.0,Late delivery,1.0,PAYMENT,Katelyn,Chapman,27502
3026,46433,46435,Hamilton,19793,9439 Pleasant Rise Falls,6.0,4.0,Late delivery,1.0,PAYMENT,Katelyn,Kim,45013
3027,46434,46436,Orlando,16314,1066 Hidden Green,2.0,4.0,Advance shipping,0.0,PAYMENT,Pascale,Russell,32822
3028,46435,46437,Eugene,18947,3520 Hazy Inlet,5.0,4.0,Late delivery,1.0,PAYMENT,Ursa,Ramsey,97405
3029,46436,46438,Phoenix,17782,2690 Blue Cloud By-pass,5.0,4.0,Late delivery,1.0,PAYMENT,Mariko,Phillips,85032
3030,46437,46439,Aurora,19953,6121 Silent Street,6.0,4.0,Late delivery,1.0,PAYMENT,Oprah,Chavez,80012
3031,46438,46441,Tucson,20223,6214 Green Maze,6.0,4.0,Late delivery,1.0,PAYMENT,Abra,Malone,85706
3032,46439,46442,Chicago,17853,3614 Misty Mall,6.0,4.0,Late delivery,1.0,PAYMENT,Astra,Alexander,60626
3033,46440,46443,Doylestown,17080,8349 Round Road,3.0,4.0,Advance shipping,0.0,PAYMENT,Audrey,Moss,18901
3034,46441,46444,North Hollywood,20238,4906 Rustic Round,6.0,4.0,Late delivery,1.0,PAYMENT,Violet,Oneill,91605
3035,46442,46445,Tustin,17132,8548 Sunny Ramp,5.0,4.0,Late delivery,1.0,PAYMENT,Laurel,Guthrie,92780
3036,46443,46446,San Antonio,19806,5950 Silver Elk Ledge,4.0,4.0,Shipping on time,0.0,PAYMENT,Katell,Wolf,78223
3037,46444,46447,Far Rockaway,20022,9916 Silent Mall,5.0,4.0,Late delivery,1.0,PAYMENT,Xandra,Mckay,11691
3038,46445,46448,Wyandotte,19931,3880 Green Edge,4.0,4.0,Shipping on time,0.0,PAYMENT,Remedios,Hardin,48192
3039,46446,46449,South Ozone Park,20165,3094 Round Forest Terrace,3.0,4.0,Advance shipping,0.0,PAYMENT,Rama,Daniels,11420
3040,46447,46450,South San Francisco,20021,252 Golden Goose Loop,4.0,4.0,Shipping on time,0.0,PAYMENT,Basia,Norris,94080
3041,46448,46451,Mount Pleasant,15172,2865 Blue Rise Way,5.0,4.0,Late delivery,1.0,PAYMENT,Sierra,Hawkins,48858
3042,46449,46452,Germantown,16236,5985 Silent Leaf Vale,4.0,4.0,Shipping on time,0.0,PAYMENT,Karyn,Huff,20874
3043,46450,46453,Piscataway,19787,75 Sunny Grounds,5.0,4.0,Late delivery,1.0,PAYMENT,Shelley,Robles,8854
3044,46451,46454,Visalia,19768,7469 Misty Log Estates,6.0,4.0,Late delivery,1.0,PAYMENT,Jenette,Jacobs,93277
3045,46452,46455,El Paso,18941,1043 Wishing Bear Ramp,4.0,4.0,Shipping on time,0.0,PAYMENT,Shellie,Hartman,79936
3046,46453,46456,Dallas,17094,4896 Silver By-pass,2.0,4.0,Advance shipping,0.0,PAYMENT,Nerea,Chandler,75216
3047,46454,46457,Washington,18569,6157 Quaking Extension,2.0,4.0,Advance shipping,0.0,PAYMENT,Quin,Hale,20011
3048,46455,46458,Brooklyn,16361,8617 Cinder Mountain Forest,4.0,4.0,Shipping on time,0.0,PAYMENT,Sloane,Watts,11219
3049,46456,46459,Modesto,20019,6324 Golden Line,2.0,4.0,Advance shipping,0.0,PAYMENT,Raya,Bray,95350
3050,46457,46460,Chicago,15259,3614 Misty Mall,2.0,4.0,Advance shipping,0.0,PAYMENT,Carla,Webster,60626
3051,46458,46461,Mission Viejo,19998,3151 Sleepy Quail Promenade,6.0,4.0,Late delivery,1.0,PAYMENT,Lani,Edwards,92691
3052,46459,46462,Morrisville,20016,1221 Cinder Pines,4.0,4.0,Shipping on time,0.0,PAYMENT,Lacy,Morrow,19067
3053,46460,46463,Los Angeles,18899,1397 Colonial Point,2.0,4.0,Advance shipping,0.0,PAYMENT,Tallulah,Holt,90024
3054,46461,46464,Albuquerque,15146,2745 Heather Quail Parkway,4.0,4.0,Shipping on time,0.0,PAYMENT,Shana,Elliott,87111
3055,46462,46465,Moline,16336,5883 Dusty Drive,4.0,4.0,Shipping on time,0.0,PAYMENT,Xerxes,Gay,61265
3056,46463,46466,Lilburn,20283,1063 Fallen Subdivision,6.0,4.0,Late delivery,1.0,PAYMENT,Kelsie,Singleton,30047
3057,46464,46467,Fullerton,15289,4703 Grand Square,2.0,4.0,Advance shipping,0.0,PAYMENT,Mary,Byrd,92833
3058,46465,46468,Aurora,18561,8297 Easy Thicket,4.0,4.0,Shipping on time,0.0,PAYMENT,Nyssa,Pace,80012
3059,46466,46469,Palo Alto,18915,9922 Misty Oak Inlet,3.0,4.0,Advance shipping,0.0,PAYMENT,Hedda,Anderson,94303
3060,46467,46470,Martinsburg,16334,4369 Middle Willow Private,2.0,4.0,Advance shipping,0.0,PAYMENT,Morgan,Mayo,25401
3061,46468,46471,Virginia Beach,16100,6178 Burning Limits,3.0,4.0,Advance shipping,0.0,PAYMENT,Deborah,Grimes,23455
3062,46469,46472,Fountain Valley,17858,3282 Silent Autoroute,6.0,4.0,Late delivery,1.0,PAYMENT,Ginger,Matthews,92708
3063,46470,46473,Lakewood,15251,6220 Little Key,4.0,4.0,Shipping on time,0.0,PAYMENT,Alea,Vasquez,8701
3064,46929,46932,Chesapeake,885,6009 Dewy Cove,5.0,4.0,Late delivery,1.0,PAYMENT,Donna,Powell,23320
3065,47273,47276,North Las Vegas,3564,1525 Golden Nectar Edge,4.0,4.0,Shipping on time,0.0,PAYMENT,William,Smith,89030
3066,47398,47401,Newark,4886,4770 Quiet Heights,4.0,4.0,Shipping on time,0.0,PAYMENT,Angela,Moore,7105
3067,47710,47713,Hollister,14620,6774 Noble Branch Knoll,0.0,0.0,Shipping on time,0.0,DEBIT,Demetria,Fisher,95023
3068,47711,47714,Tempe,14581,4694 Cozy Crescent,1.0,0.0,Late delivery,1.0,DEBIT,Anika,Estrada,85282
3069,47712,47715,Los Angeles,14136,4173 Misty Valley,0.0,0.0,Shipping on time,0.0,DEBIT,Jolene,Ford,90047
3070,47713,47716,Ann Arbor,13439,9775 Jagged Wagon Drive,0.0,0.0,Shipping on time,0.0,DEBIT,Whitney,Wiley,48103
3071,47719,47722,Mesa,13874,3050 Crystal Fawn Green,1.0,0.0,Late delivery,1.0,DEBIT,Lacy,Erickson,85201
3072,47721,47724,Rego Park,14034,97 Burning Landing,1.0,0.0,Late delivery,1.0,DEBIT,Eugenia,Mcdowell,11374
3073,47734,47737,Las Vegas,12820,8059 Old Fawn Woods,0.0,0.0,Shipping on time,0.0,DEBIT,Daria,Washington,89119
3074,47762,47765,Morristown,3991,9439 Sleepy Pony Concession,0.0,0.0,Shipping on time,0.0,DEBIT,Kevin,Mitchell,7960
3075,47775,47778,Dorchester Center,12537,8342 Crystal Drive ,1.0,0.0,Late delivery,1.0,DEBIT,Aspen,Mcgee,2124
3076,47784,47787,Milwaukee,14693,9493 Silver Elk Manor,0.0,0.0,Shipping on time,0.0,DEBIT,Azalia,Mccray,53215
3077,47858,47861,Los Angeles,18227,6442 Emerald Rise Extension,0.0,0.0,Shipping on time,0.0,DEBIT,Whoopi,Mcclain,90047
3078,47859,47862,Lancaster,18110,8600 Red Goose Abbey,0.0,0.0,Shipping on time,0.0,DEBIT,Maggie,Day,43130
3079,47860,47863,New York,16628,4208 Harvest Grounds,1.0,0.0,Late delivery,1.0,DEBIT,Xena,Perez,10024
3080,47861,47864,Brooklyn,19080,2455 Fallen Common,1.0,0.0,Late delivery,1.0,DEBIT,Quincy,Whitney,11237
3081,47862,47865,Phoenix,19240,1200 Silent Bend,1.0,0.0,Late delivery,1.0,DEBIT,Gwendolyn,Tate,85029
3082,47863,47866,Los Angeles,18807,5480 Clear Branch Round,1.0,0.0,Late delivery,1.0,DEBIT,Jane,Velez,90024
3083,47870,47873,Webster,17525,6608 Bright Creek Limits,1.0,0.0,Late delivery,1.0,DEBIT,Minerva,Morrison,14580
3084,47882,47885,Memphis,17283,2122 Round Pike,0.0,0.0,Shipping on time,0.0,DEBIT,Kelsie,Golden,38127
3085,47883,47886,Rancho Cordova,17658,640 Lost Farm,1.0,0.0,Late delivery,1.0,DEBIT,Jennifer,Schultz,95670
3086,47886,47889,Marietta,17298,4979 Pleasant Vista,0.0,0.0,Shipping on time,0.0,DEBIT,Moana,Huff,30067
3087,47911,47914,Buffalo,17553,7502 Foggy Lookout,0.0,0.0,Shipping on time,0.0,DEBIT,Jillian,Mason,14221
3088,47912,47915,Long Beach,17532,7581 Cinder Link,1.0,0.0,Late delivery,1.0,DEBIT,Dominique,Miles,90813
3089,47913,47916,Miami,20333,9439 Lazy Crossing,1.0,0.0,Late delivery,1.0,DEBIT,Rhonda,Lott,33165
3090,47914,47917,Honolulu,15268,2484 High Embers Pines,1.0,0.0,Late delivery,1.0,DEBIT,Vivien,Becker,96822
3091,47915,47918,Chicago,20338,6183 Little Passage,1.0,0.0,Late delivery,1.0,DEBIT,Heidy,Hester,60622
3092,47916,47919,Eugene,20028,57 High Villas,0.0,0.0,Shipping on time,0.0,DEBIT,Gwendolyn,Hood,97405
3093,47919,47922,Elgin,17479,6876 Grand Park,0.0,0.0,Shipping on time,0.0,DEBIT,Selma,Simpson,60123
3094,47920,47923,Corona,17478,7887 Foggy Bluff Autoroute,0.0,0.0,Shipping on time,0.0,DEBIT,Ingrid,Hopper,11368
3095,48194,48197,Los Angeles,6841,281 Middle Blossom Ledge,1.0,0.0,Late delivery,1.0,DEBIT,Linda,Fisher,90011
3096,48260,48263,Chula Vista,13109,5953 Sleepy Heights ,2.0,2.0,Shipping on time,0.0,DEBIT,Anika,Chaney,91911
3097,48261,48264,Mililani,13162,3185 Quaking Route ,5.0,2.0,Late delivery,1.0,DEBIT,Ora,Ward,96789
3098,48262,48265,Bend,13036,9726 Dewy Grounds ,4.0,2.0,Late delivery,1.0,DEBIT,Roanna,Morse,97701
3099,48263,48266,San Bernardino,13161,2744 Round Deer Nook,4.0,2.0,Late delivery,1.0,DEBIT,Sloane,Justice,92404
3100,48264,48267,Los Angeles,14622,3200 Amber Pine Vale,5.0,2.0,Late delivery,1.0,DEBIT,Mary,Page,90011
3101,48265,48268,Fort Worth,14355,4079 Grand Freeway,3.0,2.0,Late delivery,1.0,DEBIT,Tatyana,Abbott,76106
3102,48266,48269,Bountiful,14493,5346 Blue Anchor Dale,6.0,2.0,Late delivery,1.0,DEBIT,Christen,Chang,84010
3103,48267,48270,Ventura,12975,8370 Gentle Branch Subdivision,3.0,2.0,Late delivery,1.0,DEBIT,Ciara,Walter,93003
3104,48268,48271,Bronx,14098,7449 Tawny Glen,6.0,2.0,Late delivery,1.0,DEBIT,September,Leonard,10460
3105,48269,48272,Los Angeles,12988,529 Merry Zephyr Heath,6.0,2.0,Late delivery,1.0,DEBIT,Orli,Waters,90011
3106,48270,48273,Baldwin Park,12970,4957 Lost Quail Rise,3.0,2.0,Late delivery,1.0,DEBIT,Yeo,Norman,91706
3107,48295,48298,Waukegan,13608,133 Heather Route,6.0,2.0,Late delivery,1.0,DEBIT,Natalie,Miranda,60085
3108,48301,48304,Houston,14787,8259 Colonial Heights,5.0,2.0,Late delivery,1.0,DEBIT,Eve,Wooten,77088
3109,48308,48311,Baltimore,13768,9601 Shady Cider Diversion,6.0,2.0,Late delivery,1.0,DEBIT,Amela,Glover,21206
3110,48310,48313,West Haven,14786,6889 Pleasant Mount,4.0,2.0,Late delivery,1.0,DEBIT,Chava,Montgomery,6516
3111,48322,48325,Ann Arbor,12757,2262 Tawny Jetty ,5.0,2.0,Late delivery,1.0,DEBIT,Hope,Scott,48103
3112,48347,48350,Campbell,13817,7418 Tawny Rise Pathway,5.0,2.0,Late delivery,1.0,DEBIT,Margaret,Ross,95008
3113,48387,48390,Everett,13682,1475 Red Berry Village,5.0,2.0,Late delivery,1.0,DEBIT,Carly,Mueller,98208
3114,48515,48518,Corona,12595,5002 High Bank ,3.0,2.0,Late delivery,1.0,DEBIT,Chantale,Church,11368
3115,48516,48519,Philadelphia,12694,8830 Honey Fawn Bend,2.0,2.0,Shipping on time,0.0,DEBIT,Mikayla,Velazquez,19131
3116,48517,48520,Denver,12655,9016 Foggy Robin Expressway,3.0,2.0,Late delivery,1.0,DEBIT,Sheila,Harrington,80219
3117,48518,48521,Littleton,12438,9526 Noble Embers Ridge,2.0,2.0,Shipping on time,0.0,DEBIT,Filipe,Godinho,80126
3118,48519,48522,Brooklyn,12953,3283 Fallen Goose Run,6.0,2.0,Late delivery,1.0,DEBIT,Karina,Ware,11211
3119,48520,48523,Roseburg,15118,5430 Burning Rise Route,6.0,2.0,Late delivery,1.0,DEBIT,Nadine,Bray,97470
3120,48521,48524,Glen Burnie,15095,8818 Middle Pine Impasse,3.0,2.0,Late delivery,1.0,DEBIT,Sylvia,Johnston,21061
3121,48522,48525,Rancho Cordova,12944,4114 Round Way ,2.0,2.0,Shipping on time,0.0,DEBIT,Felicia,Scott,95670
3122,48523,48526,Atlanta,15089,7628 Silent Bluff Street,2.0,2.0,Shipping on time,0.0,DEBIT,Gemma,Pruitt,30331
3123,48524,48527,Far Rockaway,14304,340 Velvet Barn Gate,2.0,2.0,Shipping on time,0.0,DEBIT,Constance,Hebert,11691
3124,48544,48547,Chicago,12756,4063 Little Creek Court,4.0,2.0,Late delivery,1.0,DEBIT,Sacha,Rhodes,60617
3125,48566,48569,Princeton,12501,7126 Shady Bluff Promenade,4.0,2.0,Late delivery,1.0,DEBIT,Brenna,Hardy,8540
3126,48567,48570,Chino,12608,6229 Indian Robin Parade,6.0,2.0,Late delivery,1.0,DEBIT,Shay,Frazier,91710
3127,48568,48571,Glendale,12669,636 Middle Mountain Farms,2.0,2.0,Shipping on time,0.0,DEBIT,Carolyn,Simpson,85301
3128,48661,48664,Rego Park,1945,636 Middle Mountain Farms,2.0,2.0,Shipping on time,0.0,DEBIT,Michael,Mullins,11374
3129,48811,48814,Baltimore,18096,1221 High Crest,4.0,2.0,Late delivery,1.0,DEBIT,Sonia,Mcke,21218
3130,48812,48815,Los Angeles,18091,6025 Cotton Pond Farm,4.0,2.0,Late delivery,1.0,DEBIT,Aphrodite,Reynolds,90004
3131,48813,48816,New Orleans,18160,9717 Fallen Ramp,3.0,2.0,Late delivery,1.0,DEBIT,Cora,Franco,70122
3132,48814,48817,Houston,18067,5208 Cinder Zephyr Front,5.0,2.0,Late delivery,1.0,DEBIT,Sheila,Gilbert,77072
3133,48815,48818,Tucson,19195,5763 Crystal Alley,3.0,2.0,Late delivery,1.0,DEBIT,Mikayla,Morin,85710
3134,48816,48819,Stockbridge,16392,3470 Amber Townline,5.0,2.0,Late delivery,1.0,DEBIT,Lacey,Luna,30281
3135,48817,48820,Yonkers,16391,3152 Wishing Pointe,4.0,2.0,Late delivery,1.0,DEBIT,September,Maldonado,10701
3136,48818,48821,Los Angeles,19117,789 Old Deer Acres,5.0,2.0,Late delivery,1.0,DEBIT,Lacota,Mcdowell,90027
3137,48819,48822,Rancho Cucamonga,19045,8791 Cozy Passage,3.0,2.0,Late delivery,1.0,DEBIT,Jordan,Larson,91730
3138,48820,48823,Tinley Park,19099,6289 Tawny Range,2.0,2.0,Shipping on time,0.0,DEBIT,Aileen,Mendez,60477
3139,48821,48824,Chicago,16597,9128 Little Cloud Bay,5.0,2.0,Late delivery,1.0,DEBIT,Venus,Mayer,60617
3140,48822,48825,Oceanside,19055,7988 Foggy Village,3.0,2.0,Late delivery,1.0,DEBIT,Raya,Baker,92057
3141,48823,48826,Cupertino,18772,3663 Umber Cloud Arbor,5.0,2.0,Late delivery,1.0,DEBIT,Penelope,Herman,95014
3142,48824,48827,College Station,15840,7801 Lost Key,3.0,2.0,Late delivery,1.0,DEBIT,Hermione,Herring,77840
3143,48825,48828,Mililani,15874,3362 Cozy Rise Parkway,2.0,2.0,Shipping on time,0.0,DEBIT,Cherokee,Grant,96789
3144,48834,48837,Cypress,17417,2071 Shady Wagon Park,5.0,2.0,Late delivery,1.0,DEBIT,Deanna,Yang,90630
3145,48835,48838,Albuquerque,17740,2745 Heather Quail Parkway,3.0,2.0,Late delivery,1.0,DEBIT,Aphrodite,Hopper,87111
3146,48836,48839,San Diego,18391,8059 Old Fawn Woods,4.0,2.0,Late delivery,1.0,DEBIT,Irma,Pena,92105
3147,48850,48853,York,17486,8323 Heather Cape,4.0,2.0,Late delivery,1.0,DEBIT,Christen,Delaney,17402
3148,48856,48859,Lake Forest,17921,8414 Velvet Island Ramp,4.0,2.0,Late delivery,1.0,DEBIT,Tamara,Haney,92630
3149,48857,48860,Carol Stream,17485,2128 Amber Embers Thicket,3.0,2.0,Late delivery,1.0,DEBIT,Harriet,Patton,60188
3150,48882,48885,Riverside,17299,1548 Lazy Circuit,2.0,2.0,Shipping on time,0.0,DEBIT,Orli,Lambert,92504
3151,48884,48887,Washington,15975,6157 Quaking Extension,3.0,2.0,Late delivery,1.0,DEBIT,Naida,Sharpe,20011
3152,48893,48896,Plano,20416,1358 Quaking Panda Stead,4.0,2.0,Late delivery,1.0,DEBIT,Deysi,Dean,75023
3153,48896,48899,Irwin,17386,3040 Easy Port,4.0,2.0,Late delivery,1.0,DEBIT,Carolyn,Camacho,15642
3154,48897,48900,Campbell,18522,9144 Gentle Dale,5.0,2.0,Late delivery,1.0,DEBIT,Ila,Callahan,95008
3155,48898,48901,Hagerstown,20649,6764 Quaking Berry Corners,2.0,2.0,Shipping on time,0.0,DEBIT,Renee,Fernandez,21740
3156,48899,48902,Visalia,17966,9221 Cotton Butterfly Terrace,4.0,2.0,Late delivery,1.0,DEBIT,Quail,Byrd,93277
3157,48900,48903,Edinburg,20720,9514 Old Branch Highway,3.0,2.0,Late delivery,1.0,DEBIT,Brie,Potter,78539
3158,48905,48908,Algonquin,18500,6876 Wishing Beach,3.0,2.0,Late delivery,1.0,DEBIT,Justina,Turner,60102
3159,48908,48911,San Diego,20681,2070 Velvet Quail Port,4.0,2.0,Late delivery,1.0,DEBIT,Helen,Hewitt,92104
3160,48927,48930,Chula Vista,15484,8802 Foggy Link,2.0,2.0,Shipping on time,0.0,DEBIT,Signe,Henson,91911
3161,48928,48931,Mission Viejo,15537,8702 Silver Apple Square,5.0,2.0,Late delivery,1.0,DEBIT,India,Slater,92692
3162,48931,48934,Salem,18698,4379 Honey Private,6.0,2.0,Late delivery,1.0,DEBIT,Cheyenne,Knowles,97301
3163,48935,48938,Broken Arrow,15620,3293 Indian Cloud Circle,3.0,2.0,Late delivery,1.0,DEBIT,Sheila,Norman,74012
3164,48936,48939,Woonsocket,15600,6332 Round Range,3.0,2.0,Late delivery,1.0,DEBIT,Iola,Sampson,2895
3165,48939,48942,Edison,15453,8407 Silent Elk Woods,6.0,2.0,Late delivery,1.0,DEBIT,Xantha,Nieves,8817
3166,48941,48944,Virginia Beach,18720,5293 Emerald Concession,3.0,2.0,Late delivery,1.0,DEBIT,Alika,Schwartz,23455
3167,48993,48996,West Chester,17534,1548 Lazy Place,2.0,2.0,Shipping on time,0.0,DEBIT,Harriet,Warner,19380
3168,48994,48997,Winter Park,17603,4916 Red Mews,6.0,2.0,Late delivery,1.0,DEBIT,Constance,Alvarado,32792
3169,48995,48998,Memphis,17598,3544 Fallen Mount,6.0,2.0,Late delivery,1.0,DEBIT,Winifred,Maddox,38127
3170,48996,48999,Albuquerque,17238,4675 Rocky Field,6.0,2.0,Late delivery,1.0,DEBIT,Violet,Hester,87111
3171,48997,49000,Miami,16324,5104 Jagged Park,2.0,2.0,Shipping on time,0.0,DEBIT,Ori,Zimmerman,33162
3172,48998,49001,Brooklyn,18585,4760 Harvest Crescent,3.0,2.0,Late delivery,1.0,DEBIT,Eden,Martin,11237
3173,48999,49002,Brooklyn,20069,3283 Fallen Goose Run,2.0,2.0,Shipping on time,0.0,DEBIT,Shay,Garner,11211
3174,49000,49003,Long Beach,19796,4502 Crystal Turnabout,4.0,2.0,Late delivery,1.0,DEBIT,Alisa,Rutledge,90805
3175,49001,49004,Las Vegas,16136,4868 Wishing Port,4.0,2.0,Late delivery,1.0,DEBIT,Quemby,Wolfe,89121
3176,49002,49005,New York,20137,3139 Golden Autumn Byway,5.0,2.0,Late delivery,1.0,DEBIT,Rina,Chaney,10021
3177,49003,49006,Las Vegas,20119,2331 Tawny Campus,2.0,2.0,Shipping on time,0.0,DEBIT,Jael,Huber,89103
3178,49004,49007,North Hollywood,19812,7000 Rocky Pond End,5.0,2.0,Late delivery,1.0,DEBIT,Carolyn,Leon,91605
3179,49005,49008,Brooklyn,19159,8828 Little Nook,2.0,2.0,Shipping on time,0.0,DEBIT,Roary,Kirk,11209
3180,49006,49009,Panorama City,19194,9767 Merry Manor,2.0,2.0,Shipping on time,0.0,DEBIT,Karleigh,Tran,91402
3181,49007,49010,Elgin,16605,5497 Wishing Bank,3.0,2.0,Late delivery,1.0,DEBIT,Aphrodite,Dickson,60120
3182,49008,49011,Chicago,15884,1991 Stony Log Run,2.0,2.0,Shipping on time,0.0,DEBIT,Danielle,Lopez,60634
3183,49011,49014,Hayward,17630,9397 Quaking Nectar Park,3.0,2.0,Late delivery,1.0,DEBIT,Myra,Cardenas,94544
3184,49014,49017,Santa Ana,17647,4986 Harvest Isle,5.0,2.0,Late delivery,1.0,DEBIT,Zenaida,Garrett,92704
3185,49019,49022,Carson,18421,7126 Shady Bluff Promenade,4.0,2.0,Late delivery,1.0,DEBIT,Hannah,Mclaughlin,90745
3186,49025,49028,Lancaster,20474,5104 Indian Square,2.0,2.0,Shipping on time,0.0,DEBIT,Quin,Aguilar,43130
3187,49038,49041,Memphis,15408,6220 Little Key,6.0,2.0,Late delivery,1.0,DEBIT,Noelle,Sampson,38127
3188,49040,49043,Houston,15473,5208 Cinder Zephyr Front,6.0,2.0,Late delivery,1.0,DEBIT,Teegan,Brandy,77072
